#미-패U01-1,13,60
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
#!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit3,3,21,네 차를 빌릴 수 있는지 물어보고 싶었어.,I wanted to ask you if I can borrow your car.,snd021_1_1_네 차를 빌릴 수 있는지 물어보고 싶었어,,snd021_1_1_I wanted to ask you if I can borrow your car,,,
2,미드 영어회화,mid-unit3,3,21,우리 아기를 봐줄 수 있는지 물어보고 싶었어.,I wanted to ask you if you could babysit.,snd021_1_2_우리 아기를 봐줄 수 있는지 물어보고 싶었어,,snd021_1_2_I wanted to ask you if you could babysit,,,
3,미드 영어회화,mid-unit3,3,21,그 여자에게 어떻게 말을 하면 되는지 물어보고 싶었어.,I wanted to ask you how to talk to her.,snd021_1_3_그 여자에게 어떻게 말을 하면 되는지 물어보고 싶었어,,snd021_1_3_I wanted to ask you how to talk to her,,,
4,미드 영어회화,mid-unit3,3,21,언제 준비가 되는지 물어보고 싶었어.,I wanted to ask you when you'll be ready.,snd021_1_4_언제 준비가 되는지 물어보고 싶었어,,snd021_1_4_I wanted to ask you when you'll be ready,,,
5,미드 영어회화,mid-unit3,3,21,네 의견을 물어보고 싶었어.,I wanted to ask you for your opinion.,snd021_1_5_네 의견을 물어보고 싶었어,,snd021_1_5_I wanted to ask you for your opinion,,,
6,미드 영어회화,mid-unit3,3,22,내가 생각이 깊지 못한 것에 대해 사과하고 싶었어.,I wanted to apologize for my insensitivity.,snd022_1_1_내가 생각이 깊지 못한 것에 대해 사과하고 싶었어,,snd022_1_1_I wanted to apologize for my insensitivity,,,
7,미드 영어회화,mid-unit3,3,22,그 돈을 다 써버린 것에 대해 사과하고 싶었어.,I wanted to apologize for spending all the money.,snd022_1_2_그 돈을 다 써버린 것에 대해 사과하고 싶었어,,snd022_1_2_I wanted to apologize for spending all the money,,,
8,미드 영어회화,mid-unit3,3,22,그걸 비밀로 한 것에 대해 사과하고 싶었어.,I wanted to apologize for keeping it a secret.,snd022_1_3_그걸 비밀로 한 것에 대해 사과하고 싶었어,,snd022_1_3_I wanted to apologize for keeping it a secret,,,
9,미드 영어회화,mid-unit3,3,22,내가 말을 듣지 않은 것에 대해 사과하고 싶었어.,I wanted to apologize for refusing to listen.,snd022_1_4_내가 말을 듣지 않은 것에 대해 사과하고 싶었어,,snd022_1_4_I wanted to apologize for refusing to listen,,,
10,미드 영어회화,mid-unit3,3,22,네 아파트를 온통 어지러 놓은 것에 대해 사과하고 싶었어.,I wanted to apologize for messing up your apartment.,snd022_1_5_네 아파트를 온통 어지러 놓은 것에 대해 사과하고 싶었어,,snd022_1_5_I wanted to apologize for messing up your apartment,,,
11,미드 영어회화,mid-unit3,3,23,그걸 전부 나한테 말해줬으면 좋겠어.,I want you to tell me all about it.,snd023_1_1_그걸 전부 나한테 말해줬으면 좋겠어,,snd023_1_1_I want you to tell me all about it,,,
12,미드 영어회화,mid-unit3,3,23,내 말을 끝까지 들어줬으면 좋겠어.,I want you to hear me out.,snd023_1_2_내 말을 끝까지 들어줬으면 좋겠어,,snd023_1_2_I want you to hear me out,,,
13,미드 영어회화,mid-unit3,3,23,진정했으면 좋겠어요.,I want you to slow down.,snd023_1_3_진정했으면 좋겠어요,,snd023_1_3_I want you to slow down,,,
14,미드 영어회화,mid-unit3,3,23,술을 끊었으면 좋겠어.,I want you to stop drinking.,snd023_1_4_술을 끊었으면 좋겠어,,snd023_1_4_I want you to stop drinking,,,
15,미드 영어회화,mid-unit3,3,23,취소 했으면 좋겠어.,I want you to call it off.,snd023_1_5_취소 했으면 좋겠어,,snd023_1_5_I want you to call it off,,,
16,미드 영어회화,mid-unit3,3,24,네가 그걸 그 남자에게 말하지 말길 바랐어.,I didn't want you to tell him that.,snd024_1_1_네가 그걸 그 남자에게 말하지 말길 바랐어,,snd024_1_1_I didn't want you to tell him that,,,
17,미드 영어회화,mid-unit3,3,24,네가 그 사진을 보는 걸 바라지 않았어.,I didn't want you to see the photo.,snd024_1_2_네가 그 사진을 보는 걸 바라지 않았어,,snd024_1_2_I didn't want you to see the photo,,,
18,미드 영어회화,mid-unit3,3,24,네가 소외감을 느끼는 걸 바라지 않았어.,I didn't want you to feel left out.Leave out이란 무억을 뺀다는 뜻이니까 feel 다음에 leave out의 과거 분사형인 left out을 붙이면 '소외감을 느낀다'는 표현이 됩니다.,snd024_1_3_네가 소외감을 느끼는 걸 바라지 않았어,,snd024_1_3_I didn't want you to feel left out,,,
19,미드 영어회화,mid-unit3,3,24,네가 그걸 감정적으로 받아들이는 걸 바라지 않았어.,I didn't want you to take it personally.상대방에게 그냥 단순히 사무적으로 하는 말인데도 이상하게 받아들일 우려가 있다면 Don’t take it personally. 라고 하는것이 좋습니다. 즉 '개인적인 감정을 갖고 그 말을 받아들이지 말라'는 뜻이죠.,snd024_1_4_네가 그걸 감정적으로 받아들이는 걸 바라지 않았어,,snd024_1_4_I didn't want you to take it personally,,,
20,미드 영어회화,mid-unit3,3,24,네가 규칙을 어기는 것을 바라지 않았어.,I didn't want you to break the rules.,snd024_1_5_네가 규칙을 어기는 것을 바라지 않았어,,snd024_1_5_I didn't want you to break the rules,,,
미-패U03-1-Part3,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit3,3,25,나더러 직장을 때려치우라고요?,You want me to quit my job?,snd025_1_1_나더러 직장을 때려치우라고요-,,snd025_1_1_You want me to quit my job-,,,
2,미드 영어회화,mid-unit3,3,25,나더러 아무 일도 없었던 척 하라고요?,You want me to pretend nothing happened?,snd025_1_2_나더러 아무 일도 없었던 척 하라고요-,,snd025_1_2_You want me to pretend nothing happened-,,,
3,미드 영어회화,mid-unit3,3,25,내가 사과를 하라고요?,You want me to say I'm sorry?,snd025_1_3_내가 사과를 하라고요-,,snd025_1_3_You want me to say I'm sorry-,,,
4,미드 영어회화,mid-unit3,3,25,내 정체를 밝히라고요?,You want me to reveal my identity?,snd025_1_4_내 정체를 밝히라고요-,,snd025_1_4_You want me to reveal my identity-,,,
5,미드 영어회화,mid-unit3,3,25,내가 책임을 맡으라고요?,You want me to take charge?,snd025_1_5_내가 책임을 맡으라고요-,,snd025_1_5_You want me to take charge-,,,
6,미드 영어회화,mid-unit3,3,26,그 여자는 내가 아이들을 봐주기를 바랐어.,She wanted me to take the kids.,snd026_1_1_그 여자는 내가 아이들을 봐주기를 바랐어,,snd026_1_1_She wanted me to take the kids,,,
7,미드 영어회화,mid-unit3,3,26,그 여자는 내가 자기 근무시간을 대신해 주기를 바랐어.,She wanted me to cover her shift.,snd026_1_2_그 여자는 내가 자기 근무시간을 대신해 주기를 바랐어,,snd026_1_2_She wanted me to cover her shift,,,
8,미드 영어회화,mid-unit3,3,26,그 여자는 내가 자기를 구출해 주기를 바랐어.,She wanted me to rescure her.,snd026_1_3_그 여자는 내가 자기를 구출해 주기를 바랐어,,snd026_1_3_She wanted me to rescure her,,,
9,미드 영어회화,mid-unit3,3,26,그 여자는 내가 너와 상의해 주기를 바랐어.,She wanted me to consult with you.,snd026_1_4_그 여자는 내가 너와 상의해 주기를 바랐어,,snd026_1_4_She wanted me to consult with you,,,
10,미드 영어회화,mid-unit3,3,26,그 여자는 내가 그 남자를 무시해 주기를 바랐어.,She wanted me to ignore him.,snd026_1_5_그 여자는 내가 그 남자를 무시해 주기를 바랐어,,snd026_1_5_She wanted me to ignore him,,,
11,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 성공하고 싶어 했는데.,She wanted so much to succeed.,snd027_1_1_그 여자는 정말로 성공하고 싶어 했는데,,snd027_1_1_She wanted so much to succeed,,,
12,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 새로 시작하고 싶어 했는데.,She wanted so much to start over.,snd027_1_2_그 여자는 정말로 새로 시작하고 싶어 했는데,,snd027_1_2_She wanted so much to start over,,,
13,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 아기를 갖고 싶어 했지.,She wanted so much to have a baby.,snd027_1_3_그 여자는 정말로 아기를 갖고 싶어 했지,,snd027_1_3_She wanted so much to have a baby,,,
14,미드 영어회화,mid-unit3,3,27,그 여자는 정말로 내 계획을 망쳐놓고 싶어 했는데.,She wanted so much to ruin my plans.,snd027_1_4_그 여자는 정말로 내 계획을 망쳐놓고 싶어 했는데,,snd027_1_4_She wanted so much to ruin my plans,,,
15,미드 영어회화,mid-unit3,3,27,그 여자는 그게 사살이 아니라는 말을 정말로 듣고 싶어 했는데.,She wanted so much to hear that it wasn't true.,snd027_1_5_그 여자는 그게 사살이 아니라는 말을 정말로 듣고 싶어 했는데,,snd027_1_5_She wanted so much to hear that it wasn't true,,,
16,미드 영어회화,mid-unit3,3,28,등을 두드려줄까?,You want a pat on the back?,snd028_1_1_등을 두드려줄까-,,snd028_1_1_You want a pat on the back-,,,
17,미드 영어회화,mid-unit3,3,28,기회를 한번 더 줄까?,You want a second chance?,snd028_1_2_기회를 한번 더 줄까-,,snd028_1_2_You want a second chance-,,,
18,미드 영어회화,mid-unit3,3,28,아파트를 따로 얻기를 바라니?,You want a separate apartment?,snd028_1_3_아파트를 따로 얻기를 바라니-,,snd028_1_3_You want a separate apartment-,,,
19,미드 영어회화,mid-unit3,3,28,좀더 좋은 조건을 바라니?,You want a better deal?,snd028_1_4_좀더 좋은 조건을 바라니-,,snd028_1_4_You want a better deal-,,,
20,미드 영어회화,mid-unit3,3,28,완벽한 짝을 바라니?,You want a perfect mate?,snd028_1_5_완벽한 짝을 바라니-,,snd028_1_5_You want a perfect mate-,,,
미-패U03-1-Part4,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit3,3,29,피자 주문하기를 바라니?,You wanna order pizza?,snd029_1_1_피자 주문하기를 바라니-,,snd029_1_1_You wanna order pizza-,,,
2,미드 영어회화,mid-unit3,3,29,싸우고 싶니?,You wanna fight?,snd029_1_2_싸우고 싶니-,,snd029_1_2_You wanna fight-,,,
3,미드 영어회화,mid-unit3,3,29,센트럴 파크에서 볼까?,You wanna meet at Central Park?,snd029_1_3_센트럴 파크에서 볼까-,,snd029_1_3_You wanna meet at Central Park-,,,
4,미드 영어회화,mid-unit3,3,29,그말을 취소 하고 싶니?,You wanna take it back?,snd029_1_4_그말을 취소 하고 싶니-,,snd029_1_4_You wanna take it back-,,,
5,미드 영어회화,mid-unit3,3,29,교도소장을 만나기를 바라니?,You wanna meet with the warden?,snd029_1_5_교도소장을 만나기를 바라니-,,snd029_1_5_You wanna meet with the warden-,,,
6,미드 영어회화,mid-unit3,3,30,오늘밤에는 어디 가서 먹고 싶니?,Where do you wanna eat tonight?,snd030_1_1_오늘밤에는 어디 가서 먹고 싶니-,,snd030_1_1_Where do you wanna eat tonight-,,,
7,미드 영어회화,mid-unit3,3,30,아이들을 어디로 데려가고 싶니?,Where do you wanna take the kids?,snd030_1_2_아이들을 어디로 데려가고 싶니-,,snd030_1_2_Where do you wanna take the kids-,,,
8,미드 영어회화,mid-unit3,3,30,어디로 이사가고 싶니?,Where do you wanna move to?,snd030_1_3_어디로 이사가고 싶니-,,snd030_1_3_Where do you wanna move to-,,,
9,미드 영어회화,mid-unit3,3,30,휴가때 어디로 가고 싶니?,Where do you wanna go on vacation?,snd030_1_4_휴가때 어디로 가고 싶니-,,snd030_1_4_Where do you wanna go on vacation-,,,
10,미드 영어회화,mid-unit3,3,30,어느 학교에 다니고 싶니?,Where do you wanna go to school?,snd030_1_5_어느 학교에 다니고 싶니-,,snd030_1_5_Where do you wanna go to school-,,,
11,미드 영어회화,mid-unit3,3,31,왜 독약을 먹고 자살하려고 하니?,Why do you want to poison yourself?,snd031_1_1_왜 독약을 먹고 자살하려고 하니-,,snd031_1_1_Why do you want to poison yourself-,,,
12,미드 영어회화,mid-unit3,3,31,왜 이제와서 포기하려고 하니?,Why do you want give up now?,snd031_1_2_왜 이제와서 포기하려고 하니-,,snd031_1_2_Why do you want give up now-,,,
13,미드 영어회화,mid-unit3,3,31,왜 보복하고 싶어 하니?,Why do you want to get event?,snd031_1_3_왜 보복하고 싶어 하니-,,snd031_1_3_Why do you want to get event-,,,
14,미드 영어회화,mid-unit3,3,31,왜 내 물건을 망가뜨리려고 하나?,Why do you want to destory my things?,snd031_1_4_왜 내 물건을 망가뜨리려고 하나-,,snd031_1_4_Why do you want to destory my things-,,,
15,미드 영어회화,mid-unit3,3,31,왜 그런 위험을 감수 하려고 하니?,Why do you want to take such risks?,snd031_1_5_왜 그런 위험을 감수 하려고 하니-,,snd031_1_5_Why do you want to take such risks-,,,
16,미드 영어회화,mid-unit3,3,32,누가 넌 댄스파티에 데려갔으면 좋겠니?,Who do you want to take you to the dance?Dance는 물론 춤을 뜻하지만 그 말 자체에 '댄스파티(dance party)'란 의미가 있습니다.,snd032_1_1_누가 넌 댄스파티에 데려갔으면 좋겠니-,,snd032_1_1_Who do you want to take you to the dance-,,,
17,미드 영어회화,mid-unit3,3,32,누가 상점을 운영했으면 좋겠니?,Who do you want to run the store?,snd032_1_2_누가 상점을 운영했으면 좋겠니-,,snd032_1_2_Who do you want to run the store-,,,
18,미드 영어회화,mid-unit3,3,32,누구랑 밤을 보내고 싶니?,Who do you want to spend the night with?,snd032_1_3_누구랑 밤을 보내고 싶니-,,snd032_1_3_Who do you want to spend the night with-,,,
19,미드 영어회화,mid-unit3,3,32,누가 널 보석으로 빼주었으면 좋겠니?,Who do you want to bail you out of jail?,snd032_1_4_누가 널 보석으로 빼주었으면 좋겠니-,,snd032_1_4_Who do you want to bail you out of jail-,,,
20,미드 영어회화,mid-unit3,3,32,누가 돈을 관리하기를 바라니?,Who do you want handling the money?,snd032_1_5_누가 돈을 관리하기를 바라니-,,snd032_1_5_Who do you want handling the money-,,,
미-패U03-1-Part5,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit3,3,33,너만 좋다면 니 얘기를 좋게 말해줄 수도 있어,If you want I could put in a good word for you.,snd033_1_1_너만 좋다면 니 얘기를 좋게 말해줄 수도 있어,,snd033_1_1_If you want I could put in a good word for you,,,
2,미드 영어회화,mid-unit3,3,33,너만 좋다면 내 까만 드레스를 빌려 줄 수도 있어.,If you want I could loan you my black dress.,snd033_1_2_너만 좋다면 내 까만 드레스를 빌려 줄 수도 있어,,snd033_1_2_If you want I could loan you my black dress,,,
3,미드 영어회화,mid-unit3,3,33,니가 좋다면 난 그냥 집에 있을 수 있어.,If you want I could stay home instead.,snd033_1_3_니가 좋다면 난 그냥 집에 있을 수 있어,,snd033_1_3_If you want I could stay home instead,,,
4,미드 영어회화,mid-unit3,3,33,네가 그렇게 하고 싶다면 영화는 니가 고를 수도 있어.,If you want I could let you choose the movie.,snd033_1_4_네가 그렇게 하고 싶다면 영화는 니가 고를 수도 있어,,snd033_1_4_If you want I could let you choose the movie,,,
5,미드 영어회화,mid-unit3,3,33,네가 바란다면 내가 직접 보여줄 수 도 있어.,If you want I could show you myself.,snd033_1_5_네가 바란다면 내가 직접 보여줄 수 도 있어,,snd033_1_5_If you want I could show you myself,,,
6,미드 영어회화,mid-unit3,3,34,지금 떠나면 후회하게 될 거야.,If you wanna leave now you're gonna regret it.,snd034_1_1_지금 떠나면 후회하게 될 거야,,snd034_1_1_If you wanna leave now you're gonna regret it,,,
7,미드 영어회화,mid-unit3,3,34,탈옥하고 싶다면 계획을 잘 세워야 될 거야.,If you wanna escape you're gonna need a good plan.,snd034_1_2_탈옥하고 싶다면 계획을 잘 세워야 될 거야,,snd034_1_2_If you wanna escape you're gonna need a good plan,,,
8,미드 영어회화,mid-unit3,3,34,내 친구가 되고 싶다면 참을성이 있어야지.,If you wanna be my friend you're gonna need patience.,snd034_1_3_내 친구가 되고 싶다면 참을성이 있어야지,,snd034_1_3_If you wanna be my friend you're gonna need patience,,,
9,미드 영어회화,mid-unit3,3,34,돈을 많이 벌고 싶다면 열심히 일해야 할 거야.,If you wanna make big money you're gonna have to work hard.,snd034_1_4_돈을 많이 벌고 싶다면 열심히 일해야 할 거야,,snd034_1_4_If you wanna make big money you're gonna have to work hard,,,
10,미드 영어회화,mid-unit3,3,34,여자를 꼬시고 싶으면 샤워를 해야 할 거야.,If you wanna attract women you're gonna have to shower.,snd034_1_5_여자를 꼬시고 싶으면 샤워를 해야 할 거야,,snd034_1_5_If you wanna attract women you're gonna have to shower,,,
11,미드 영어회화,mid-unit3,3,35,내가 더 열심히 해주기를 바란다면 나를 도와야 해.,If you want me to try harder you better support me.,snd035_1_1_내가 더 열심히 해주기를 바란다면 나를 도와야 해,,snd035_1_1_If you want me to try harder you better support me,,,
12,미드 영어회화,mid-unit3,3,35,내가 이기기를 바란다면 나를 비난하는 걸 그만두어야 해.,If you want me to win you better stop criticizing me.,snd035_1_2_내가 이기기를 바란다면 나를 비난하는 걸 그만두어야 해,,snd035_1_2_If you want me to win you better stop criticizing me,,,
13,미드 영어회화,mid-unit3,3,35,내가 훔쳐 주기를 바란다면 나눠가질 준비를 해야 해.,If you want me to steal for you you better be prepared to share.,snd035_1_3_내가 훔쳐 주기를 바란다면 나눠가질 준비를 해야 해,,snd035_1_3_If you want me to steal for you you better be prepared to share,,,
14,미드 영어회화,mid-unit3,3,35,내가 스페인어를 가르쳐주기를 바란다면 주의를 기울여야 해.,If you want me to teach you Spanish you better pay attention.,snd035_1_4_내가 스페인어를 가르쳐주기를 바란다면 주의를 기울여야 해,,snd035_1_4_If you want me to teach you Spanish you better pay attention,,,
15,미드 영어회화,mid-unit3,3,35,내가 니 얘기를 믿기를 바란다면 그걸 증명해야 해.,If you want me to believe you you better be able to prove it.,snd035_1_5_내가 니 얘기를 믿기를 바란다면 그걸 증명해야 해,,snd035_1_5_If you want me to believe you you better be able to prove it,,,
16,미드 영어회화,mid-unit3,3,36,난 절대로 그 남자와는 자고 싶지 않아.,Last thing I want to do is sleep with him.,snd036_1_1_난 절대로 그 남자와는 자고 싶지 않아,,snd036_1_1_Last thing I want to do is sleep with him,,,
17,미드 영어회화,mid-unit3,3,36,난 절대로 모두 다시 시작하고 싶지는 않아.,Last thing I want to do is start all over again.,snd036_1_2_난 절대로 모두 다시 시작하고 싶지는 않아,,snd036_1_2_Last thing I want to do is start all over again,,,
18,미드 영어회화,mid-unit3,3,36,난 절대로 평생 도망다니며 살고 싶지는 않아.,Last thing I want to do is run for the rest of my life.,snd036_1_3_난 절대로 평생 도망다니며 살고 싶지는 않아,,snd036_1_3_Last thing I want to do is run for the rest of my life,,,
19,미드 영어회화,mid-unit3,3,36,난 절대로 참견하고 싶지는 않아.,Last thing I want to do is butt in.,snd036_1_4_난 절대로 참견하고 싶지는 않아,,snd036_1_4_Last thing I want to do is butt in,,,
20,미드 영어회화,mid-unit3,3,36,난 절대로 소문을 퍼뜨리고 싶지 않아.,Last thing I want to do is spread gossip.,snd036_1_5_난 절대로 소문을 퍼뜨리고 싶지 않아,,snd036_1_5_Last thing I want to do is spread gossip,,,
미-패U04-1,13,30
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit4,4,37,난 잠을 좀 자야 해.,I need to get some sleep.,snd037_1_1_난 잠을 좀 자야 해,0,snd037_1_1_I need to get some sleep,1,,
2,미드 영어회화,mid-unit4,4,37,어디 해변에나 좀 가야겠어.,I need to be on a beach somewhere.,snd037_1_2_어디 해변에나 좀 가야겠어,,snd037_1_2_I need to be on a beach somewhere,,,
3,미드 영어회화,mid-unit4,4,37,그 남자가 이것을 헤쳐 나아가는 것을 도와줘야겠어.,I need to help him through this.,snd037_1_3_그 남자가 이것을 헤쳐 나아가는 것을 도와줘야겠어,,snd037_1_3_I need to help him through this,,,
4,미드 영어회화,mid-unit4,4,37,신선한 공기를 마실 필요가 있어.,I need to get some fresh air.,snd037_1_4_신선한 공기를 마실 필요가 있어,,snd037_1_4_I need to get some fresh air,,,
5,미드 영어회화,mid-unit4,4,37,난 외출을 더 할 필요가 있어.,I need to get out more.,snd037_1_5_난 외출을 더 할 필요가 있어,,snd037_1_5_I need to get out more,,,
6,미드 영어회화,mid-unit4,4,38,우선 이걸 끝내기만 하면 돼.,I just need to finish this first.,snd038_1_1_우선 이걸 끝내기만 하면 돼,,snd038_1_1_I just need to finish this first,,,
7,미드 영어회화,mid-unit4,4,38,질문만 제대로 하면 돼.,I just need to ask the right question.,snd038_1_2_질문만 제대로 하면 돼,,snd038_1_2_I just need to ask the right question,,,
8,미드 영어회화,mid-unit4,4,38,그 꿈을 포기하기만 하면 돼.,I just need to give up that dream.,snd038_1_3_그 꿈을 포기하기만 하면 돼,,snd038_1_3_I just need to give up that dream,,,
9,미드 영어회화,mid-unit4,4,38,그 여자를 설득 시키기만 하면 돼.,I just need to convince her.,snd038_1_4_그 여자를 설득 시키기만 하면 돼,,snd038_1_4_I just need to convince her,,,
10,미드 영어회화,mid-unit4,4,38,네 목소리를 듣기만 하면 돼.,I just need to hear your voice.,snd038_1_5_네 목소리를 듣기만 하면 돼,,snd038_1_5_I just need to hear your voice,,,
11,미드 영어회화,mid-unit4,4,39,네 말을 들을 필요가 없어.,I don't need to listen to you.,snd039_1_1_네 말을 들을 필요가 없어,,snd039_1_1_I don't need to listen to you,,,
12,미드 영어회화,mid-unit4,4,39,경찰에 말할 필요가 없어.,I don't need to talk to the police.,snd039_1_2_경찰에 말할 필요가 없어,,snd039_1_2_I don't need to talk to the police,,,
13,미드 영어회화,mid-unit4,4,39,담배를 끊을 필요가 없어.,I don't need to quit smoking.,snd039_1_3_담배를 끊을 필요가 없어,,snd039_1_3_I don't need to quit smoking,,,
14,미드 영어회화,mid-unit4,4,39,이 말을 너한테서 들을 필요가 없어.,I don't need to take this from you.,snd039_1_4_이 말을 너한테서 들을 필요가 없어,,snd039_1_4_I don't need to take this from you,,,
15,미드 영어회화,mid-unit4,4,39,너한테 말해줄 필요가 없어.,I don't need to tell you anything.,snd039_1_5_너한테 말해줄 필요가 없어,,snd039_1_5_I don't need to tell you anything,,,
16,미드 영어회화,mid-unit4,4,40,나에게 칭찬해줄 필요는 없어.,You don't need to compliment me.,snd040_1_1_나에게 칭찬해줄 필요는 없어,,snd040_1_1_You don't need to compliment me,,,
17,미드 영어회화,mid-unit4,4,40,넌 그남자의 모욕적인 말을 참을 필요가 없는 거야.,You don't need to put up with his insults.,snd040_1_2_넌 그남자의 모욕적인 말을 참을 필요가 없는 거야,,snd040_1_2_You don't need to put up with his insults,,,
18,미드 영어회화,mid-unit4,4,40,넌 화장을 할 필요가 없어.,You don't need to wear makeup.,snd040_1_3_넌 화장을 할 필요가 없어,,snd040_1_3_You don't need to wear makeup,,,
19,미드 영어회화,mid-unit4,4,40,넌 운동을 할 필요가 없어.,You don't need to work out.,snd040_1_4_넌 운동을 할 필요가 없어,,snd040_1_4_You don't need to work out,,,
20,미드 영어회화,mid-unit4,4,40,약속을 할 필요는 없어.,You don't need to make any promises.,snd040_1_5_약속을 할 필요는 없어,,snd040_1_5_You don't need to make any promises,,,
21,미드 영어회화,mid-unit4,4,41,그래도 우리는 당신의 승인이 필요해요.,We still need your approval.,snd041_1_1_그래도 우리는 당신의 승인이 필요해요,,snd041_1_1_We still need your approval,,,
22,미드 영어회화,mid-unit4,4,41,그래도 우리는 도움이 필요해.,We still need a hand.,snd041_1_2_그래도 우리는 도움이 필요해,,snd041_1_2_We still need a hand,,,
23,미드 영어회화,mid-unit4,4,41,그래도 우리는 얘기를 해야 할 필요가 있어.,We still need to talk.,snd041_1_3_그래도 우리는 얘기를 해야 할 필요가 있어,,snd041_1_3_We still need to talk,,,
24,미드 영어회화,mid-unit4,4,41,그래도 우리는 가봐야 해.,We still need to show up.,snd041_1_4_그래도 우리는 가봐야 해,,snd041_1_4_We still need to show up,,,
25,미드 영어회화,mid-unit4,4,41,그래도 우리는 스킨쉽이 필요해.,We still need physical contact.,snd041_1_5_그래도 우리는 스킨쉽이 필요해,,snd041_1_5_We still need physical contact,,,
26,미드 영어회화,mid-unit4,4,42,나는 5달러만 있으면 돼.,All I need is five dollars.,snd042_1_1_나는 5달러만 있으면 돼,,snd042_1_1_All I need is five dollars,,,
27,미드 영어회화,mid-unit4,4,42,내게 필요한 건 그 여자 주소뿐이야.,All I need is her address.,snd042_1_2_내게 필요한 건 그 여자 주소뿐이야,,snd042_1_2_All I need is her address,,,
28,미드 영어회화,mid-unit4,4,42,내게 필요한 건 네가 5분만 시간을 내주면 되는 거야.,All I need is your attention for five minutes.,snd042_1_3_내게 필요한 건 네가 5분만 시간을 내주면 되는 거야,,snd042_1_3_All I need is your attention for five minutes,,,
29,미드 영어회화,mid-unit4,4,42,내게 필요한 건 그 남자를 한 번만 더 보는 것뿐이야.,All I need is to see him one more time.,snd042_1_4_내게 필요한 건 그 남자를 한 번만 더 보는 것뿐이야,,snd042_1_4_All I need is to see him one more time,,,
30,미드 영어회화,mid-unit4,4,42,내게 필요한 건 어쩌다 등을 한 번 두드려 주는 것뿐이야.,All I need is a pat on the back once in a while.,snd042_1_5_내게 필요한 건 어쩌다 등을 한 번 두드려 주는 것뿐이야,,snd042_1_5_All I need is a pat on the back once in a while,,,
미-패U05-1,13,20
index,Category,Path,Unit,Lesson,Sentence,Translate,Question_File,Question_During,Answer1_File,Answer1_During,Answer2_File,Answer2_During
!int,!String,!String,!Int,!Int,!String,!String,!String,!Float,!String,!Float,!String,!Float
1,미드 영어회화,mid-unit5,5,43,난 오페라 구경을 가는 걸 좋아하거든.,I like to get to the opera.,snd043_1_1_난 오페라 구경을 가는 걸 좋아하거든,,snd043_1_1_I like to get to the opera,1,,
2,미드 영어회화,mid-unit5,5,43,난 제시간에 버스 정류장에 가는 걸 좋아하거든.,I like to get to the bus station on time.,snd043_1_2_난 제시간에 버스 정류장에 가는 걸 좋아하거든,,snd043_1_2_I like to get to the bus station on time,,,
3,미드 영어회화,mid-unit5,5,43,난 일찍 출근하는 걸 좋아하거든.,I like to get to work early.,snd043_1_3_난 일찍 출근하는 걸 좋아하거든,,snd043_1_3_I like to get to work early,,,
4,미드 영어회화,mid-unit5,5,43,난 일요일에는 공원에 가는 걸 좋아하거든.,I like to get to the park on Sundays.,snd043_1_4_난 일요일에는 공원에 가는 걸 좋아하거든,,snd043_1_4_I like to get to the park on Sundays,,,
5,미드 영어회화,mid-unit5,5,43,난 빨리 요점을 말하는걸 좋아하거든.,I like to get to the point.,snd043_1_5_난 빨리 요점을 말하는걸 좋아하거든,,snd043_1_5_I like to get to the point,,,
6,미드 영어회화,mid-unit5,5,44,네게 할 말이 있어.,I'd like to tell you something.,snd044_1_1_네게 할 말이 있어,,snd044_1_1_I'd like to tell you something,,,
7,미드 영어회화,mid-unit5,5,44,내가 한 게 아니라는 것을 고백하고 싶어.,I'd like to confess that it wasn't me.,snd044_1_2_내가 한 게 아니라는 것을 고백하고 싶어,,snd044_1_2_I'd like to confess that it wasn't me,,,
8,미드 영어회화,mid-unit5,5,44,내 눈으로 직접 보고 싶어.,I'd like to see if for myself.,snd044_1_3_내 눈으로 직접 보고 싶어,,snd044_1_3_I'd like to see if for myself,,,
