SM-Day01,13,23
29,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,전화로 얘기하다,Talk on the phone,,sm_1m_2d_05_Talk on the phone,,,,
30,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,전화 걸다,make a call,,sm_1m_2d_06_make a call,,,,
31,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,문자를 보내다,send a text message,,sm_1m_2d_07_send a text message,,,,
32,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,메시지를 남기다,Leave a message,,sm_1m_2d_08_Leave a message,,,,
33,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,음성 메시지를 남기다,Leave a voice mail,,sm_1m_2d_08_Leave a voice mail,,,,
34,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,전화를 다시 받다,return a call,,sm_1m_2d_09_return a call,,,,
35,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내 폰으로 TV를 보다,Watch TV on my phone,,sm_1m_2d_10_Watch TV on my phone,,,,
36,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내 폰으로 음악을 듣다,Listen to music on my phone,,sm_1m_2d_11_Listen to music on my phone,,,,
37,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,내폰으로 메일을 확인하다,Check my eamil on my phone,,sm_1m_2d_12_Check my eamil on my phone,,,,
38,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,책을 선택하다 책을 고르다,Choose a book Pick a book,,sm_1m_2d_13_Choose a book Pick a book,,,,
39,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,줄을 서다,Wait in line,,sm_1m_2d_14_Wait in line,,,,
40,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 계산하다,Pay for the item,,sm_1m_2d_15_Pay for the item,,,,
41,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 환불하다,retuen the item,,sm_1m_2d_16_retuen the item,,,,
42,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,물건을 교환하다,exchange the item,,sm_1m_2d_17_exchange the item,,,,
43,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,환불하다,get a refund,,sm_1m_2d_18_get a refund,,,,
44,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV스위치를 켜다,Switch on the TV,,sm_1m_2d_19_Switch on the TV,,,,
45,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV를 켜다,turn on the TV,,sm_1m_2d_19_turn on the TV,,,,
46,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV를 끄다,Switch off the TV,,sm_1m_2d_20_Switch off the TV,,,,
47,스피킹 매트릭스 1m,speaking-matrix/1 minute/day2,1,2,TV를 꺼불다,Turn off the TV,,sm_1m_2d_20_Turn off the TV,,,,
48,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,쇼핑하러 가다,go shopping,,sm_1m_3d_01_go shopping,,,,
49,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,죠깅하러 가다,go jogging,,sm_1m_3d_02_go jogging,,,,
50,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,산책하러 가다,go walking,,sm_1m_3d_03_go walking,,,,
51,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,볼링치러 가다,go bowling,,sm_1m_3d_04_go bowling,,,,
52,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,스키타러 가다,go skiing,,sm_1m_3d_05_go skiing,,,,
53,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,스노우보드타러 가다,go snowboarding,,sm_1m_3d_06_go snowboarding,,,,
54,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,수영하러 가다,go swimming,,sm_1m_3d_07_go swimming,,,,
55,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,등산하러 가다,go hiking,,sm_1m_3d_08_go hiking,,,,
56,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,낚시하러 가다,go fishing,,sm_1m_3d_09_go fishing,,,,
57,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,나이트클럽에 가다,go clubing,,sm_1m_3d_10_go clubing,,,,
58,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,영화보러 가다,go to see a movie,,sm_1m_3d_11_go to see a movie,,,,
59,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,콘서트에 가다,go to concerts,,sm_1m_3d_12_go to concerts,,,,
60,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,백화점에 가다,go to department store,,sm_1m_3d_13_go to department store,,,,
61,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,파티에 가다,go to a party,,sm_1m_3d_14_go to a party,,,,
62,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,연극보러 가다,go to a play,,sm_1m_3d_15_go to a play,,,,
63,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,해변에 가다,go to a beach,,sm_1m_3d_16_go to a beach,,,,
64,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,대중목욕탕에 가다,go to a public bath,,sm_1m_3d_17_go to a public bath,,,,
65,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,도서관에 가다,go to a library,,sm_1m_3d_18_go to a library,,,,
66,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,헬스클럽에 가다,go to the gym,,sm_1m_3d_19_go to the gym,,,,
67,스피킹 매트릭스 1m,speaking-matrix/1 minute/day3,1,3,병원에 가다,go to see a doctor,,sm_1m_3d_20_go to see a doctor,,,,
